# outframe clk nwords cksum16 cfc_est sw stale rep
72 14661022 191 61042 -2040 0 0 0
73 14858350 191 62406 -2038 0 0 0
74 15055678 191 60576 -2061 0 0 0
75 15253006 191 61846 -2059 0 0 0
76 15450334 191 61308 -2040 0 0 0
77 15647662 191 60772 -2030 0 0 0
78 15844990 191 59926 -2050 0 0 0
79 16042318 191 60684 -2060 0 0 0
80 16239646 191 61236 -2060 0 0 0
81 16436974 191 61795 -2061 0 0 0
82 16634302 191 61366 -2034 0 0 0
83 16831630 191 59257 -2038 0 0 0
84 17028958 191 61744 -2038 0 0 0
85 17226286 191 61518 -2027 0 0 0
86 17423614 191 60776 -2027 0 0 0
87 17620942 191 60169 -2067 0 0 0
88 17818270 191 60806 -2046 0 0 0
89 18015598 191 60944 -2029 0 0 0
90 18212926 191 60783 -2041 0 0 0
91 18410254 191 60795 -2061 0 0 0
92 18607582 191 60957 -2037 0 0 0
93 18804910 191 61529 -2039 0 0 0
94 19002238 191 61431 -2040 0 0 0
95 19199566 191 62179 -2044 0 0 0
96 19396894 191 59532 -2046 0 0 0
97 19594222 191 61454 -2022 0 0 0
98 19791550 191 62509 -2026 0 0 0
99 19988878 191 62234 -2039 0 0 0
100 20186206 191 60512 -2019 0 0 0
101 20383534 191 61597 -2001 0 0 0
102 20580862 191 63473 -2015 0 0 0
103 20778190 191 62552 -2043 0 0 0
104 20975518 191 59444 -2061 0 0 0
105 21172846 191 61269 -2010 0 0 0
106 21370174 191 61872 -2045 0 0 0
107 21567934 191 63011 -2021 0 0 0
108 21764750 191 0 -2059 0 0 0
109 21962078 191 61331 -1993 0 0 0
110 22159406 191 60282 -2046 0 0 0
111 22356734 191 61608 -2014 0 0 0
112 22554062 191 60894 -2043 0 0 0
113 22751390 191 59559 -2006 0 0 0
114 22948718 191 61399 -2041 0 0 0
115 23146046 191 62810 -2075 0 0 0
116 23343374 191 62802 -1996 0 0 0
117 23540702 191 61514 -2060 0 0 0
118 23738030 191 61136 -2035 0 0 0
119 23935358 191 59283 -2027 0 0 0
120 24132686 191 62550 -2039 0 0 0
121 24330014 191 60719 -2066 0 0 0
122 24527342 191 61609 -1993 0 0 0
123 24724670 191 59961 -2020 0 0 0
124 24921998 191 61179 -1998 0 0 0
125 25119326 191 61368 -2012 0 0 0
126 25316654 191 61385 -2071 0 0 0
127 25513982 191 61510 -1968 0 0 0
128 25711310 191 62561 -1959 0 0 0
129 25908638 191 60222 -1999 0 0 0
130 26105966 191 61669 -2067 0 0 0
131 26303294 191 60403 -2027 0 0 0
132 26500622 191 60407 -2018 0 0 0
133 26697950 191 60428 -1996 0 0 0
134 26895278 191 62373 -2002 0 0 0
135 27092606 191 61997 -2070 0 0 0
136 27289934 191 62114 -2052 0 0 0
137 27487630 191 61265 -1994 0 0 0
138 27684574 191 0 -2030 0 0 0
139 27881902 191 60791 -2040 0 0 0
140 28079230 191 63147 -2070 0 0 0
141 28276558 191 61927 -2032 0 0 0
142 28473886 191 62533 -2010 0 0 0
143 28671214 191 60448 -2053 0 0 0
144 28868542 191 61956 -2042 0 0 0
145 29065870 191 63314 -1992 0 0 0
146 29263198 191 59367 -2055 0 0 0
147 29460526 191 59159 -1997 0 0 0
148 29657854 191 63183 -2053 0 0 0
149 29855182 191 60952 -1995 0 0 0
150 30052510 191 63228 -2016 0 0 0
151 30249838 191 61465 -2028 0 0 0
152 30447166 191 63359 -2029 0 0 0
153 30644494 191 61443 -2026 0 0 0
154 30841822 191 60381 -2041 0 0 0
155 31039150 191 62358 -2057 0 0 0
156 31236478 191 62005 -1986 0 0 0
157 31433806 191 63789 -2044 0 0 0
158 31631134 191 59969 -2066 0 0 0
159 31828462 191 62516 -1991 0 0 0
160 32025790 191 61424 -1984 0 0 0
161 32223118 191 61783 -2011 0 0 0
162 32420446 191 61001 -2017 0 0 0
163 32617774 191 61431 -1997 0 0 0
164 32815102 191 62520 -2007 0 0 0
165 33012430 191 60334 -2041 0 0 0
166 33209758 191 63218 -2011 0 0 0
167 33407086 191 62995 -2002 0 0 0
168 33604414 191 60192 -2033 0 0 0
169 33801742 191 62932 -2032 0 0 0
170 33999070 191 61164 -2002 0 0 0
171 34196398 191 63035 -2031 0 0 0
172 34393726 191 61927 -2048 0 0 0
173 34591054 191 61155 -2069 0 0 0
174 34788382 191 61414 -2031 0 0 0
175 34985710 191 60715 -1997 0 0 0
176 35183038 191 62787 -2020 0 0 0
177 35380366 191 61764 -2035 0 0 0
178 35577694 191 61486 -2041 0 0 0
179 35775022 191 63000 -2026 0 0 0
180 35972350 191 63458 -2023 0 0 0
181 36169678 191 61888 -2051 0 0 0
182 36367006 191 62844 -2056 0 0 0
183 36564334 191 61761 -2076 0 0 0
184 36761662 191 61513 -2040 0 0 0
185 36958990 191 61148 -2024 0 0 0
186 37156318 191 60153 -2042 0 0 0
187 37353646 191 61720 -2034 0 0 0
188 37550974 191 62620 -2040 0 0 0
189 37748302 191 60967 -2071 0 0 0
190 37945630 191 60067 -2040 0 0 0
191 38142958 191 63336 -2038 0 0 0
192 38340286 191 60950 -2049 0 0 0
193 38537614 191 61476 -2029 0 0 0
194 38734942 191 60995 -2065 0 0 0
195 38932270 191 61776 -2053 0 0 0
196 39129598 191 61158 -2049 0 0 0
197 39326926 191 60620 -2051 0 0 0
198 39524254 191 62784 -2079 0 0 0
199 39721582 191 61068 -2057 0 0 0
200 39918910 191 61162 -2065 0 0 0
201 40116238 191 61044 -2052 0 0 0
202 40313566 191 60710 -2031 0 0 0
203 40510894 191 61309 -2059 0 0 0
204 40708222 191 61220 -2032 0 0 0
205 40905550 191 61397 -2050 0 0 0
206 41102878 191 63105 -2016 0 0 0
207 41300206 191 61105 -2055 0 0 0
208 41497534 191 61179 -515 0 0 0
