# word	offset_symbols  (frame=12320 symbols; window=16 symbols, MSB-first {sign(I),sign(Q)})
3D6AEABF	2219
3D6E5609	5705
3D735725	2608
3D7BBCEB	2534
3D812B4B	2119
3D81583D	7232
3D853673	2263
3D85B87D	7624
3D85DD70	8728
3D87241A	8984
3D8DA037	3453
3D8E2D7D	3700
3D8E9E10	7599
3D938281	1421
3D95E76B	3123
3D983EE2	10536
3DA35018	11548
3DAB797D	6926
3DAB8722	11136
3DACED0C	11993
3DAEAAFC	9123
3DB8AD0E	6197
3DB93C72	4345
3DBE52F6	5207
3DC1C227	6224
3DC477FA	7384
3DC71FB5	6600
3DC914B2	3000
3DCB3556	10463
3DD9BBDB	11934
3DD9EC82	7475
3DDD179D	4989
3DDF6608	10080
3DF298F3	5193
3DF3ECC0	9699
3DF4F201	9376
3E089199	5901
3E0C4AB3	10680
3E13159E	10379
3E143BDE	7159
3E157776	8815
3E1A9FA3	6434
3E1AB898	8905
3E1D6130	8938
3E1F0F64	1412
3E1F7F25	4372
3E237979	3107
3E245D0F	3418
3E2FC9E3	4069
3E3C1436	3076
3E3CB7E9	2808
3E4047C4	11838
3E42CFE5	9398
3E47F7D1	10401
3E499159	3036
3E4A4F89	3409
3E5215B1	3
3E54E373	8381
3E5ED8DB	4424
3E63DD9E	7469
3E65A563	203
3E67DA03	479
3E7B37A6	12062
3E7BFA2C	6152
3E7F3F6C	8601
3E7F6763	1853
3E7FF420	4638
3E901F9F	10494
3E91F65A	1318
3E961B10	6416
3E97F8FF	2929
3E9888D1	5937
3E9D6427	11651
3EB02B76	11911
3ECB0B73	8840
3ECC030C	9705
3ED22CCE	4276
3ED85816	10990
3ED8E486	364
3EDB45EF	892
3EE20CC7	10544
3EEF47C1	111
3EF2B310	12300
3EFBB6AB	4458
3F0095A8	528
3F01D41D	10885
3F037A6F	2352
3F0D2EE1	9146
3F17215C	12232
3F1B53ED	4266
3F1D936C	2519
3F1FF0C5	4590
3F24BC9A	2564
3F35F633	4917
3F3A9F56	3053
3F3D26E7	12118
3F435A17	7795
3F5147F8	4202
3F51739A	11285
3F58835F	5468
3F5DC697	1689
3F5EDC34	7176
3F642B8B	304
3F6569C1	8796
3F6C50E4	8609
3F700764	10260
3F71CCC0	4901
3F80395B	6578
3F81E9E6	4657
3F89A324	4137
3F94709F	9407
3F9CABA1	8347
3FA05395	8329
3FA35475	4550
3FA5E8C1	647
3FA91816	5825
3FAEDC3A	8500
3FB3CC8E	1898
3FB52CA2	5386
3FCC9B40	7367
3FD3116C	1213
3FDC4FB6	883
3FDDAD39	6448
3FDF2E5D	6489
3FDFCA59	7259
3FE028F9	8370
3FE11C01	3214
3FE23242	9020
3FF2EC35	2940
3FF485D9	2467
3FF4D8C9	12173
3FFA0828	9270
3FFD8CB1	5014
4000ED16	9551
40074D11	3534
40094458	6081
400C8DFF	9852
400F53E6	7459
401B1031	4788
402389FD	1284
4028955A	5755
4028DD22	1732
402A4F66	10527
402DF4F4	11471
4030D1F1	11011
4032907F	1093
4033B0E9	10131
40373CF5	5641
403E2379	3103
403F1721	12228
40471629	8073
4047702B	11441
4047C444	11842
4047D44A	5100
4047D78E	508
40515B0C	2169
405B9E0E	3663
40608BD8	11557
40637851	5532
40682D16	9310
4068D792	568
406BA172	9509
407E7DBE	10499
408F711D	7379
4098CE3D	3688
40A6A53D	9036
40A9EC0A	11506
40B25093	4252
40BF905F	4508
40C2FF7D	694
40C4DA11	4797
40CABDA5	3981
40CF77D9	10075
40CFC764	2514
40D11D71	6289
40DD0525	2482
40F70708	6221
40F87C3D	1409
40FC0256	525
40FE814E	8326
4101A35E	565
4106C3FF	9260
410B712D	8111
41123C6D	9757
41132ED0	9496
4117382D	5550
41273202	1825
4127BAB4	1232
4131096C	2849
4142DCC1	818
4146D3C2	1529
4146DD2E	7937
41495F4E	2489
414A2083	5973
414BB2E8	9925
414F7D3C	9371
4155688E	7847
41649795	1717
416E49DE	3268
417D783D	7612
417E6A2E	3873
417F7D6B	4517
4186BEC6	10846
4186E17F	5802
418B3310	6893
418B453F	2340
419693B1	4051
41970B93	936
419DD0B4	9782
41A2F3E5	12313
41A55447	8994
41A7C2D8	7319
41AEE5D3	12250
41B0FFE8	9263
41B1CB7C	8564
41B48258	7710
41CDE7EE	1782
41D6F0F3	9987
41DD2C5B	10895
41DF9BE8	9955
41E2F9E8	7980
41EB8535	5082
41ECA26E	9822
41F42A14	9357
41FB9316	2070
41FCF4DC	1102
41FEF328	3770
41FF65F4	3333
4206851D	3469
420F4FE0	4648
421439AF	8090
42150F30	4712
421D139F	12134
421FD882	5994
422445A4	8139
4226DDE1	11740
422BB91F	5239
4235AA08	4311
423A1935	7190
423E1315	10375
4240A6A5	9032
424D6B47	6355
424F86A7	6429
424FC6D4	4261
4252614C	6758
425B0328	2856
42617011	7922
4262C21A	1974
4264F97B	4417
42689AA6	4743
426D062D	2333
4274EF0D	5315
42754434	11661
42771E2E	11574
427EB97C	10050
42869940	11459
428E5A59	6775
42915EF2	5268
4296F527	10772
429B38B4	772
42A1414F	9363
42ADC5D9	8959
42ADE74F	2916
42AF7AE2	9796
42B8BECA	310
42BA912A	6906
42BADA53	4097
42BB3AA3	5179
42BBEB06	6541
42C5FF49	8544
42CFE51C	9402
42D0ABDE	9791
42D7FE27	1752
42DC4B69	8114
42DCC16C	822
42F09DA0	1958
42F55AD6	5569
43025668	9199
43082FD9	6960
4314FF32	7360
43164FDC	10251
4327112D	7046
43340289	5749
43350AEC	5172
433B3591	12004
43438277	11671
434FB616	10985
43514C96	10964
4352C9B4	1994
43540C2F	688
4356761F	4185
435A1713	7799
43626D10	2903
4363364C	11077
43664B39	2298
4369FB47	7282
436A166C	605
436A3283	3086
437AEFA6	7683
43827712	11675
4382AD77	718
438B3C10	6208
438BA98F	2250
43934F03	8618
439AF515	8096
43A24261	7914
43A45099	4408
43B14AAB	3572
43BDECFD	7165
43BE204B	999
43C4B5F7	5357
43CA7564	6709
43CC1DFB	4719
43D65DF9	3429
43D85DD7	8726
43DAB872	11134
43E1AB89	8903
43E3C143	3074
43E65A56	201
43EEF47C	109
43EF2B31	12298
43F3A9F5	3051
43FE2324	9018
4402389F	1282
44047702	11439
440CFC76	2512
440FE814	8324
44146D3C	1527
44146DD2	7935
44186BEC	10844
441970B9	934
441AEE5D	12248
441EB853	5080
4422445A	8137
44252614	6756
4427EB97	10048
442ADE74	2914
442BADA5	4095
44343827	11669
443514C9	10962
443CA756	6707
44427EB9	10046
4448E116	11852
44493D0B	1947
4458CED2	6089
445A4C09	8145
445D062C	6886
44633BDB	4867
4464B969	39
447231F4	9004
4473F588	5462
4475C7DC	6294
447C0371	7557
447C6065	438
447C65EA	174
447D77F3	3545
447EF02A	3909
448AF8AC	10155
448E116B	11854
448F1B6A	9760
4493C3E9	11641
4493D0BC	1949
44970347	10414
44AA0CF6	6915
44AB49A2	5110
44AF08D2	3245
44B5A67F	3514
44B5BB13	10325
44B7F932	7055
44B9478E	396
44BAC9B2	281
44C31C97	3889
44C333E7	4628
44CBB406	9499
44CE9A1D	6517
44D44146	1521
44E7E089	12141
44ED5BB1	3377
44ED786F	6056
44F56E63	844
44FEA460	5822
450555A2	7844
45075BC3	9984
450993E5	4414
451552EA	2647
45192BA4	7773
451FE076	4207
452C0279	7124
452CA11D	3007
452CDD1B	11485
452F8D6C	1194
4532599D	10969
4532A040	1397
453F037A	2348
45410B71	8107
45450555	7840
454FA47D	1313
4554BAAC	2650
45593FF4	2459
455A14FA	11900
455FCF6B	9114
45609342	4700
45643F3A	3045
456C319C	2174
456E0728	11304
457BCAE1	5273
457D9F67	3289
457F6F58	1646
458910AE	4088
458C438B	2242
458CED2F	6091
4597714D	9321
45A4C094	8147
45A7377B	9648
45AD22BF	11863
45AF89F2	9562
45B03412	1222
45B15E09	10812
45B73886	5489
45C75EE5	4223
45CE0B7B	5553
45CE6B14	11290
45D062CC	6888
45D0F597	3424
45DC3F43	7787
45E5F11D	8045
45E6FA07	8674
45E776E6	4996
45E8F604	2112
45EFA25E	900
45F44047	11433
45FC69BE	12017
46037A38	10863
46058CA0	5832
460E5763	11755
460F9ECD	12057
461045CE	5545
46155435	678
461F124D	3944
46264DE6	3727
462DC0DF	2765
4633BDBC	4869
463B5141	9975
464AE917	7776
464B969D	41
46541DF9	9949
46598CA0	10195
465F8EA1	978
466536C8	5910
4670109D	5306
46730212	9726
4676283D	9161
46763D8D	3445
4677E04E	2008
467D58B1	6373
46A31DA3	6818
46A61209	455
46A68AE3	9064
46BD465F	970
46C44AF0	3239
46C86942	8532
46CCB954	2667
46D3C211	1533
46D6EFD8	6325
46DD2E8B	7941
46DEF7F0	10347
46E1C0C9	6654
46E2740A	11496
46E33499	2747
46E71639	11185
46E958D3	10179
46F5FDC1	1546
46FDEF66	8585
47004A3D	3221
4709FA6E	9413
470F8224	5896
4714EA78	1462
4715386B	11693
47162950	8077
471E96F5	6274
47200441	5070
47231F43	9006
4724106C	9254
4725A38D	4810
47375C7B	11720
47397403	5631
473F5883	5464
474000ED	9547
47433402	5745
4752F1C3	8475
475324A7	7528
4757B51E	4560
475BD271	6028
475C7DC3	6296
4761E5CF	8056
47689960	3018
476CFD77	1682
47702B74	11445
4777705C	9624
47799719	3480
477A1495	3841
477B7184	5144
477FAACC	7390
4780B2A3	10710
47833938	4151
4786F86B	1015
4788FF7F	7252
47898128	7294
478C4D4E	10108
478D7DC8	4571
478E172B	404
4792C0D7	7572
47A2FD24	5950
47A2FF09	11802
47AC9F74	591
47AF2E9D	10426
47BD12E5	389
47BE5185	669
47BEADDD	9869
47C03711	7559
47C1FC28	119
47C4448E	11846
47C60659	440
47C65EAF	176
47C715A6	11020
47D44AB4	5104
47D467D5	6367
47D77F37	3547
47D78E10	512
47D968E0	1323
47DE2096	8166
47DE994A	5873
47EA154A	7433
47EF02A7	3911
47F031E1	3598
47F7D125	10405
47F81D91	4210
47F9F4F1	5250
47FDF603	8268
47FE5884	3959
48096258	7026
480D9E91	8519
48124464	31
4814047D	502
48171984	4853
481770BF	6248
48183D5B	140
481B9E5E	2681
4824142D	812
48251D0C	5738
48258670	7716
4825FFDC	464
482F40CA	3973
482F87C3	4123
482FF6F3	10914
4830B8F9	1842
4836070E	7878
48400944	6077
484F344C	6507
485557DE	1049
4856C558	8
485B2C61	11885
485B71B1	8406
485D9037	2473
4866347A	581
486CEAE9	374
488E50B5	1743
48900FC5	12223
4891C54E	11688
4892A2B1	3347
48978B99	3856
489C5DC2	6392
48A26369	7003
48A44427	10040
48A896FF	6672
48AB2087	10590
48AE9D36	10747
48AF8AC0	10157
48AFBBE1	7100
48AFCBA1	11870
48B33BD6	4281
48B7F779	4612
48B94545	7832
48B9F180	1561
48BB2DE4	12158
48C3BA5C	3996
48CB8A6D	10629
48D1C7A5	6269
48D89100	1273
48D9CF85	7150
48E116B4	11856
48F1B6AC	9762
48FE97A3	644
48FED4B2	5383
490AEFAC	6538
490C53FC	7357
490C593F	10248
491192E5	36
491B112B	3236
491BA563	10176
491CE5D0	5628
49209050	809
4922A25B	6669
492D6841	5961
492E8A28	9088
493400C8	9846
49347FE5	3953
493BA4F0	5670
493C3E9D	11643
493D0BC2	1951
493D8E9E	7595
495225E2	3851
495490AE	6532
495DC9F7	867
495F4EEF	2493
495FE846	9052
49617023	625
496223E3	2798
49652764	9739
496F620F	2884
4970347A	10416
49707A66	1662
4979500A	1723
497B5801	8753
4981512D	10316
4983A6F1	11404
49853342	6763
4991590F	3040
4996462D	2757
499EBFBB	1582
499F28B7	10933
49A23B02	5118
49A26757	9886
49A731EE	10017
49B2D7C7	7339
49B9D087	12125
49C6F21E	6037
49C98D94	11529
49CC80A4	1828
49CFF847	3209
49D93104	9746
49DE2651	3276
49E641B1	8556
49EBA185	10783
49EEAD32	1235
49FA6C87	11235
4A101456	2164
4A1BA854	7305
4A2083A9	5977
4A29DC8E	1493
4A2A7214	7445
4A2C4422	8129
4A37DD4A	11046
4A38A9B3	9444
4A3D246C	3229
4A4F8917	3413
4A519507	9944
4A5B388D	11058
4A619E9D	3159
4A634C29	919
4A63A43A	4398
4A67992E	2146
4A728F0C	2394
4A7D7A28	7538
4A80291C	5885
4A8AC4B5	3352
4A9A8C4B	2314
4AA0CF6A	6917
4AA9D83A	3818
4AAB63B2	3580
4AB3AE00	10688
4AB49A23	5112
4AB9F125	2873
4ACC237B	10297
4AD2FAA2	2126
4AE91770	7780
4AEE6416	3258
4AF08D2B	3247
4AFED87A	4836
4B009E55	7127
4B035E1E	7577
4B083CAE	3185
4B0EB77A	11959
4B15061B	5795
4B16DA48	10902
4B22FD57	6793
4B26D19D	1999
4B284768	3010
4B28BFAB	5393
4B28FA40	10487
4B2A7582	786
4B2C23DF	9689
4B3746E2	11488
4B394A9A	2306
4B3D7357	2604
4B4786F8	1011
4B4C0A3D	6185
4B4DF378	2726
4B556C5C	6835
4B5A1052	5964
4B5A67F0	3516
4B5BB135	10327
4B5CC9E3	2626
4B5EFF05	3362
4B5F7965	5363
4B644493	1941
4B668B68	8867
4B6928B1	8122
4B71CCFC	2553
4B7E25D8	10221
4B7F9322	7057
4B8631DF	11622
4B8EE794	95
4B9478E1	398
4B969D67	45
4B9D09B4	2326
4BA28A05	9091
4BA2C157	7948
4BA92840	2157
4BAAC51B	2656
4BAC9B20	283
4BB2E8A1	9929
4BB84676	9153
4BBFFB4C	5429
4BC2CA4A	9432
4BC41FB9	2064
4BC70E67	8480
4BC9AACA	2570
4BCE1805	6741
4BD0EC52	3567
4BD16310	2237
4BDBB7E2	5216
4BE12588	2791
4BE26B25	11380
4BE2E962	6723
4BE35B21	1197
4BEA8A69	2131
4BEC2A7C	6102
4BF2F998	8240
4BF4F3C9	7658
4BF6C52F	7647
4C094C11	8153
4C0A3DB8	6189
4C0CC42A	8949
4C0F68D4	11543
4C11F788	8161
4C122898	6998
4C14098C	3682
4C17D5DF	7812
4C1C8AD1	6312
4C291065	927
4C2F5437	7673
4C31A71C	11117
4C31C97D	3891
4C333E7F	4630
4C41123C	9753
4C425B03	2852
4C45B034	1218
4C4B8631	11618
4C53C94B	9677
4C56786D	10384
4C58273A	2079
4C59187C	3937
4C597255	5858
4C5ADD6B	1351
4C5E3A22	11089
4C76F401	4778
4C771985	1377
4C7D85D0	3757
4C8452C0	7118
4C870B2B	1246
4C8B62DD	7066
4C929F5E	7533
4C966750	10972
4C9C20C6	7083
4C9E77BE	3643
4CA8103E	1400
4CAB5CC4	12263
4CAFF5D7	10644
4CBA74DB	3308
4CBB406B	9501
4CC1A971	6625
4CD04C42	2844
4CD0A396	6770
4CD616F2	5441
4CE9A1D2	6519
4CF25BC1	1915
4CF414BB	9919
4D003237	9849
4D08543C	4709
4D11F5DF	3542
4D179BE8	8671
4D196632	10192
4D1E8BFC	11799
4D1FF962	3956
4D273FE1	3206
4D2C3ADD	11956
4D2D3028	6182
4D31DBD0	4775
4D3A751D	7517
4D3C0D82	8623
4D3E961B	6412
4D44146D	1523
4D4D31DB	4771
4D4E1F05	10116
4D5811B7	10338
4D5C7E59	12042
4D5F4369	7274
4D66F8F2	6135
4D67DDCE	7201
4D6AC46E	6644
4D6B47D4	6359
4D72972E	8292
4D79011F	5093
4D854890	12215
4D856CCD	8702
4D8C9625	12179
4D9CE022	2270
4DA11C96	4803
4DA35937	9333
4DA6E13B	2030
4DAFE298	12277
4DAFF184	10758
4DB21DC2	5917
4DB2EE55	3318
4DB3D7BB	2528
4DC628BD	1112
4DC677B1	12200
4DDD8DCC	2976
4DE17F50	9344
4DE661BA	3735
4DF37871	2730
4DF780FB	4447
4DFF2F2E	63
4E038094	10830
4E0A05FF	1426
4E1786AA	336
4E19A1F5	80
4E19AF81	6559
4E1AEE7C	11700
4E1CCBDE	4162
4E1F0500	10120
4E2648D9	7142
4E2991D4	8466
4E373C53	8387
4E3CF091	11172
4E3F5173	11281
4E4DF780	4443
4E538FD4	11276
4E56CFE7	8338
4E599F0F	6459
4E67BC04	5158
4E7E0899	12143
4E7E4560	4692
4E896880	10274
4E89AEA6	5778
4E99E310	7967
4E9D4753	7520
4E9FC5E3	1805
4EA7894F	1468
4EB39D87	219
4EB485B7	8400
4EC57C92	4110
4EC78F8B	4060
4ECC28DE	5034
4ECE72BD	949
4ED1E23F	7247
4ED5BB1F	3379
4ED786F0	6058
4EE31F97	2041
4EE93C2C	5673
4EEF2910	2501
4EF0D60B	5321
4EF7A0D1	161
4EF7A96A	5341
4EF94809	7018
4EFC94DA	2020
4EFFB0D9	1602
4F0006EC	3495
4F036080	8626
4F07AB92	1480
4F0846F5	1538
4F0B39AA	5680
4F0FA759	11646
4F15018D	5525
4F1B4291	5260
4F1C9A6C	4352
4F1E9736	8010
4F1F0231	8219
4F201FCD	9382
4F252CB0	9682
4F299D00	1082
4F304164	1709
4F344CE9	6511
4F3C930B	7664
4F42F09D	1954
4F452CDD	11481
4F5257FA	9047
4F56E638	846
4F5ABAAF	2218
4F63A784	7598
4F6579DA	3122
4F660FB8	10535
4F7D3C80	9375
4F86A7E8	6433
4F87DFC9	4371
4F891743	3417
4F90B3F9	9397
4F926456	3035
4F97B636	4423
4F98F767	7468
4F9EFE8B	6151
4FA47D96	1317
4FA586C4	6415
4FA5FE3F	2928
4FAC0ADD	11910
4FB48B33	4275
4FB61605	10989
4FB6D17B	891
4FC0DE9B	2351
4FC6D4FB	4265
4FD451FE	4201
4FDC01D9	10259
4FDC7330	4900
4FE07A79	4656
4FEA4605	5824
4FF326D0	7366
4FF4C45B	1212
4FF80A3E	8369
4FFD2176	2466
4FFD3632	12172
5001D344	3533
5003D4F9	7458
500A3748	1731
500A93D9	10526
500B7D3D	11470
500CEC3A	10130
5011F5E3	507
501822F6	11556
5018DE14	5531
5026338F	3687
5030BFDF	693
5034475C	6288
5042DC4B	8110
5053DF4F	9370
50555A23	7846
5061B85F	5801
5065A4EC	4050
5069F0B6	7318
5075BC3C	9986
50774B16	10894
5077E6FA	9954
507B289B	9821
507D0A85	9356
507FD97D	3332
50850E6B	8089
5093F1B5	4260
50993E5E	4416
509DC78B	11573
50AECEA8	5178
50B17FD2	8543
50B5FF89	1751
50B7305B	821
50D3ED85	10984
50D5030B	687
50D992CE	2297
50DA8CA0	3085
50DEBBE9	7682
50E0AB5D	717
50E4D3C0	8617
50E6BD45	8095
50EF7B3F	7164
50EF8812	998
50F3077E	4718
50F61775	8725
50F86AE2	8902
50FBBD1F	108
51051B4F	1526
51061AFB	10843
51094985	6755
510D0E09	11668
510D4532	10961
511633B4	6088
511C8C7D	9003
511F00DC	7556
511F1819	437
512AD268	5109
512D6EC4	10324
5130CCF9	4627
51351051	1520
513B56EC	3376
51415568	7843
5141D6F0	9983
51464AE9	7772
5147F81D	4206
514BE35B	1193
514C9667	10968
515042DC	8106
51514155	7839
51552EAB	2649
51564FFD	2458
515B0C67	2173
515B81CA	11303
515F67D9	3288
5162442B	4087
51739AC5	11289
51797C47	8044
5180DE8E	10862
51841173	5544
5185550D	677
518ED450	9974
5192BA45	7775
5195077E	9948
5197E3A8	977
519D8F63	3444
519F562C	6372
51AF5197	969
51B32E55	2666
51B4F084	1532
51B74BA2	7940
51C27E9B	9412
51C53A9E	1461
51D0CD00	5744
51D4C929	7527
51D5ED47	4559
51DE65C6	3479
51DE8525	3840
51E35F72	4570
51E385CA	403
51EF9461	668
51F7A652	5872
51FE0764	4209
52025896	7025
5205011F	501
5206E797	2680
520D81C3	7877
5213CD13	6506
521555F7	1048
5215B156	7
522403F1	12222
5225E2E6	3855
522DFDDE	4611
5230EE97	3995
5232E29B	10628
5242BBEB	6537
524D0032	9845
52548978	3850
5257727D	866
5257D3BB	2492
5257FA11	9051
52585C08	624
525ED600	8752
52614CD0	6762
526899D5	9885
526CB5F1	7338
52764C41	9745
527AE861	10782
527E9B21	11234
528820EA	5976
528A9C85	7444
5296CE23	11057
5298D30A	918
529CA3C3	2393
52A00A47	5884
52A6A312	2313
52AAD8EC	3579
52C02795	7126
52C9B467	1998
52CA11DA	3009
52CA2FEA	5392
52CA3E90	10486
52CB08F7	9688
52CDD1B8	11487
52D73278	2625
52D91124	1940
52E3B9E5	94
52EAB146	2655
52ECBA28	9928
52F1C399	8479
52F38601	6740
52F6EDF8	5215
52F8D6C8	1196
52FD3CF2	7657
5303DA35	11542
53047DE2	8160
530C69C7	11116
5314F252	9676
5316461F	3936
5316B75A	1350
531F6174	3756
5324A7D7	7532
532599D4	10971
532A040F	1399
532E9D36	3307
533428E5	6769
533C96F0	1914
5347A2FF	11798
534C76F4	4774
534FA586	6411
53571F96	12041
5359BE3C	6134
535E4047	5092
53615B33	8701
53673808	2269
5368D64D	9332
5369B84E	2029
536C8770	5916
5380E025	10829
5386BB9F	11699
5387C140	10119
53899236	7141
538DCF14	8386
538F3C24	11171
538FD45C	11280
53937DE0	4442
5395B3F9	8337
53A26BA9	5777
53A7F178	1804
53A9E253	1467
53AD216D	8399
53B15F24	4109
53C1EAE4	1479
53C54063	5524
53C7C08C	8218
53C94B2C	9681
53D495FE	9046
53D6AEAB	2217
53DF4F20	9374
53E63DD9	7467
53E91F65	1316
53EB02B7	11909
53ED22CC	4274
53F037A6	2350
53FCC9B4	7365
53FE028F	8368
54028DD2	1730
54063785	5530
540C2FF7	692
5410B712	8109
54186E17	5800
5419693B	4049
541A7C2D	7317
541DF9BE	9953
541ECA26	9820
541FF65F	3331
5421439A	8088
543540C2	686
5437AEFA	7681
54382AD7	716
543BE204	997
543CC1DF	4717
543D85DD	8724
54434382	11667
5447231F	9002
5447C037	7555
544B5BB1	10323
5450555A	7842
545593FF	2457
5458910A	4086
546BD465	968
54757B51	4558
5477A149	3839
547DE994	5871
5481B9E5	2679
548900FC	12221
548978B9	3854
548B7F77	4610
548CB8A6	10627
5490AEFA	6536
549A2675	9884
549B2D7C	7337
549FA6C8	11233
54A2A721	7443
54A728F0	2392
54BAAC51	2654
54C53C94	9675
54D5C7E5	12040
54E1AEE7	11698
54E2648D	7140
54E373C5	8385
54F15018	5523
54FA47D9	1315
5507B289	9819
5507FD97	3330
550D5030	685
5511C8C7	9001
551564FF	2456
55162442	4085
551F7A65	5870
55206E79	2678
5522DFDD	4609
55242BBE	6535
5526CB5F	7336
5528A9C8	7442
552EAB14	2653
55389923	7139
553C5406	5522
5543540C	684
55447231	9000
5545593F	2455
5548B7F7	4608
5549B2D7	7335
554BAAC5	2652
5550D503	683
55571817	11976
5557DE81	1053
555A2387	7850
555C605F	11977
555F7A06	1054
555FD650	8890
55685F94	5764
55688E1C	7851
556A6A94	10473
556C5CAA	6839
5571817C	11978
557DE81A	1055
557F5943	8891
55855A12	18
5593FF48	2461
55A12049	24
55A14FAC	11902
55A17E53	5765
55A23870	7852
55A9AA52	10474
55ABE0FE	1887
55AD6AEB	5575
55B172AA	6840
55B72303	9176
55BA4B66	8859
55C34E99	7959
55C605F3	11979
55C80C1E	4014
55C9D2EF	5420
55CD7B34	6804
55D629DF	6982
55DDDBC5	8820
55E2A159	9230
55E3061A	8436
55F7A068	1056
55FCF6BA	9116
55FD650F	8892
56046DEF	10341
56093421	4702
5609A5B2	5713
560C39E8	8190
560F4ED1	7239
56156848	19
561B8063	10449
562C7348	6380
56348FED	5377
5634D196	10186
5634EB39	213
56360B55	8424
5643F3A9	3047
564BE2E9	6719
564FFD21	2462
56514BE3	1189
565C2B83	254
56681B2D	9207
566E81D1	9241
56761F4F	4189
56786DCF	10388
5678A7A8	7494
56848124	25
56853EB0	11903
5685F94E	5766
5686E475	6018
5688E1C2	7853
568E9269	10008
569A226B	11029
569C1B0F	8802
56A2836B	537
56A3DB93	4339
56A6A94B	10475
56AE5215	1040
56AF83FB	1888
56B5ABAF	5576
56B68668	2954
56C319C5	2176
56C3D0F8	3065
56C55855	12
56C5CAA8	6841
56CCDFEF	8708
56CFE72A	8342
56D64626	3719
56D7F4EF	151
56DC8C0C	9177
56E0728F	11306
56E6380C	850
56E92D9A	8860
56EC7EE2	3384
56F5E8F7	6589
56F8F52D	1930
570D3A67	7960
57106D20	7705
571106BB	12243
571817CF	11980
571F9646	12045
57203078	4015
5725D4B5	2616
57274BBF	5421
57347200	5064
5735A3A0	1619
5735ECD1	6805
573FDF2E	6485
57455FCF	9110
57543BE2	993
5758A77D	6983
576376E3	11763
5766B1E2	1145
57727DCF	870
57776F16	8821
577C0922	7821
577E18FE	4539
57827538	10819
578A8566	9231
578C186A	8437
579DAFDD	3128
57A6DEED	9898
57B51E35	4564
57BCAE1D	5275
57C040BF	4500
57C1ECCD	10797
57C920BE	4116
57CDEFB1	2823
57D0DA7E	7277
57D3BBCA	2496
57D44351	10956
57D9F67E	3291
57DE81A1	1057
57E4532A	1391
57E47EA1	7427
57E51C53	1455
57E5CBC6	744
57F3DAEA	9117
57F5943E	8893
57F6F584	1648
57FA11A9	9055
57FD402A	10519
5801C9D6	8761
5804F926	3029
580F4327	7038
580FC34B	9141
5811B7BD	10342
5816EA90	10998
58239C12	796
5823AFA0	4294
5824D085	4703
582696CA	5714
58273AEE	2083
582DAD3B	5330
5830E7A0	8191
583D3B47	7240
5847375C	11716
5849707A	1658
584C0CC4	8945
585548B7	4604
5855A120	20
585BCBD7	5446
585C08EB	628
585DB5B4	10733
58670A77	7722
58683B0E	9583
586C424F	6421
586E018F	10450
58802376	11594
58835F58	5472
588482F4	3967
58852F38	6734
5888F8F2	2801
588AB628	4959
588CDF29	4237
58910AEB	4090
589603D0	7033
58968E4D	12188
58A4CF41	9913
58A54214	8082
58A5EBCD	5655
58A77D30	6987
58B1CD22	6381
58B84BE1	2783
58C438BA	2244
58CA0E30	5838
58CED2FB	6093
58D16DCE	5484
58D23FB5	5378
58D34659	10187
58D3ACE7	214
58D4D856	8696
58D82D57	8425
58E60259	11194
58F5B958	5702
5909D510	11658
590FCEA7	3048
59103FA0	8321
5912D699	3511
5917F1A6	12014
59183E7B	12054
59187C49	3941
59189937	3724
5918B703	2762
591A9848	452
59209474	5735
5925E540	1720
592F8BA5	6720
59357D0D	7271
593785FD	9341
593F7007	10256
593FF485	2463
5943E1AB	8899
59452F8D	1190
5949D931	9742
5958D23F	5374
5958D82D	8421
5970AE0D	255
5972551F	5862
5972ADC0	9294
597714DA	9323
5977E519	3434
5982641C	1772
598CA0D9	10199
5995314F	9670
59976933	6614
599AF721	5595
599D434F	10977
599F0F0E	6463
59A06CB7	9208
59B17525	614
59B20498	11394
59BA0747	9242
59BE3C93	6138
59D87D3F	4190
59DC2B30	2190
59DD37FC	56
59E1B73E	10389
59E237DE	6857
59E29EA2	7495
59E4B22F	6787
59F31698	11206
59F773AF	7204
5A0AFA8A	3143
5A105288	5968
5A120491	26
5A14FAC0	11904
5A171305	7803
5A17E53A	5767
5A1B91D6	6019
5A2020A8	10281
5A23870B	7854
5A29CB18	2376
5A382B09	1330
5A38DDBB	4816
5A393719	12193
5A3A02E2	1625
5A3A49A7	10009
5A4C094C	8149
5A4EC78F	4056
5A5634EB	209
5A59E4B2	6783
5A620BD7	11215
5A67F0D4	3520
5A6889AF	11030
5A706C3E	8803
5A7377BE	9650
5A759DD3	50
5A7EB2B1	8774
5A8A0DAD	538
5A8F6E4F	4340
5A90F12D	5352
5A9AA52C	10476
5AA0881B	4317
5AA5CB34	1299
5AB11B87	6647
5AB94855	1041
5ABAAFDD	2222
5ABAF996	5582
5ABE0FEC	1889
5AC165CA	9287
5AD1F519	6362
5AD22BF2	11865
5AD6AEBE	5577
5ADA19A3	2955
5ADC03B9	1362
5ADD6B70	1355
5AE3AD5D	4528
5AF478C4	10102
5AF89F29	9564
5B032812	2860
5B034127	1224
5B08D913	833
5B0C6716	2177
5B0F43E3	3066
5B156156	13
5B15E09D	10814
5B172AA1	6842
5B1872B5	1166
5B213FD3	1205
5B28EC59	5723
