k,crc_ok,seq,nwords,cksum16,cfc_est,ss_err_rms,cs_err_rms,ssIntP,ssIntI,csIntP,csIntI,pdsync
102,1,32111,191,61467,-714,2394302.7,0.000,0,2845,30576,4333568,1
103,1,32112,191,59968,-699,5858937.6,0.000,0,3662,8624,-1286144,1
104,1,32113,191,60830,-713,3708751.5,0.000,0,4375,44688,-1540096,1
105,1,32114,191,60068,-707,0.0,0.000,0,4277,73696,851968,1
106,1,32115,191,60455,-712,0.0,0.000,-9394,3224,-53312,860160,1
107,1,32116,191,59656,-694,0.0,0.000,0,5288,-30576,-2539520,1
108,1,32117,191,59966,-722,0.0,0.000,0,3532,29792,1974272,1
109,0,-1,191,62819,-697,0.0,0.000,0,4578,12544,-5767168,1
110,0,-1,191,61662,-698,0.0,0.000,0,5552,11760,-8585216,1
111,1,32120,191,61153,-710,0.0,0.000,10666,3544,-27440,-8552448,1
112,0,-1,191,59988,-700,0.0,0.000,0,3808,14896,-1548288,1
113,0,-1,191,60995,-715,0.0,0.000,0,4935,31360,4644864,1
114,0,-1,191,60706,-729,0.0,0.000,0,5356,29792,3825664,1
115,0,-1,191,60969,-715,0.0,0.000,0,4914,11760,1540096,1
116,1,32125,191,59810,-727,0.0,0.000,0,4463,-25872,6160384,1
117,1,32126,191,60682,-713,0.0,0.000,0,3673,20384,-2162688,1
118,1,32127,191,60713,-703,0.0,0.000,0,3834,-22736,-4833280,1
119,1,32128,191,60709,-712,0.0,0.000,0,4364,-3920,3743744,1
120,1,32129,191,62734,-725,0.0,0.000,0,3645,-18816,8323072,1
121,1,32130,191,61461,-732,0.0,0.000,0,4086,-12544,3653632,1
122,1,32131,191,59697,-727,0.0,0.000,0,4413,19600,2932736,1
123,1,32132,191,61716,-714,0.0,0.000,0,3685,4704,3473408,1
124,1,32133,191,60456,-697,0.0,0.000,0,3387,-28224,-2064384,1
125,1,32134,191,59624,-736,0.0,0.000,0,3810,-14112,7110656,1
126,1,32135,191,61273,-711,0.0,0.000,0,3866,-13328,3547136,1
127,1,32136,191,60098,-725,0.0,0.000,0,3793,63504,7282688,1
128,1,32137,191,59995,-708,0.0,0.000,0,4215,-47040,2367488,1
129,1,32138,191,61667,-725,1329377.6,0.000,0,3912,-45472,9527296,1
130,1,32139,191,61864,-698,6010016.0,0.000,0,4005,-31360,-1015808,1
131,1,32140,191,62308,-725,4355530.5,0.000,0,3781,-29792,-1507328,1
132,1,32141,191,59746,-708,0.0,0.000,0,3738,43120,2752512,1
133,1,32142,191,59278,-722,0.0,0.000,0,4447,-27440,827392,1
134,1,32143,191,59832,-702,0.0,0.000,0,4367,26656,1318912,1
135,1,32144,191,60510,-707,1221057.1,0.000,0,3442,1568,-286720,1
136,1,32145,191,61471,-708,0.0,0.000,0,4228,2352,335872,1
137,1,32146,191,61179,-697,0.0,0.000,5273,4116,18032,-2457600,1
138,1,32147,191,60324,-704,0.0,0.000,51876,3621,-53312,2146304,1
139,1,32148,191,61056,-693,0.0,0.000,0,3439,10192,-3571712,1
140,0,32149,191,57923,-710,0.0,0.000,0,4831,-8624,-24576,1
141,1,32150,191,63045,-698,0.0,0.000,0,5252,44688,-1515520,1
142,1,32151,191,60035,-718,0.0,0.000,0,4522,-34496,778240,1
143,1,32152,191,61095,-720,0.0,0.000,0,5044,-13328,598016,1
144,1,32153,191,62658,-717,0.0,0.000,0,5298,20384,221184,1
145,1,32154,191,58349,-721,0.0,0.000,0,4687,-3920,4448256,1
146,1,32155,191,57658,-691,0.0,0.000,0,5155,-15680,-4874240,1
147,0,-1,191,60897,-726,0.0,0.000,0,3245,44688,5767168,1
148,0,-1,191,63417,-698,0.0,0.000,0,4052,-18816,-3457024,1
149,1,32158,191,61634,-721,0.0,0.000,0,4321,-28224,5718016,1
150,1,32159,191,59319,-736,0.0,0.000,0,3848,50960,4702208,1
151,1,32160,191,60989,-729,0.0,0.000,0,4141,44688,8282112,1
152,1,32161,191,61137,-708,0.0,0.000,0,3710,52528,-2654208,1
153,1,32162,191,61270,-699,0.0,0.000,0,3897,46256,-2719744,1
154,1,32163,191,59139,-716,0.0,0.000,0,3675,-43120,1433600,1
155,1,32164,191,59054,-698,0.0,0.000,0,3261,23520,-147456,1
156,1,32165,191,61562,-699,0.0,0.000,0,4310,43904,1359872,1
157,1,32166,191,62630,-708,0.0,0.000,0,3884,784,-3645440,1
158,1,32167,191,61504,-712,0.0,0.000,0,4426,29792,-1499136,1
159,1,32168,191,59964,-711,0.0,0.000,0,4089,-61152,-2809856,1
160,1,32169,191,60137,-718,0.0,0.000,0,3801,-3136,188284928,1
