# sidx,nbytes,magic,seq,nbad,ok
14947661,1528,1,298,0,1
14996993,1528,1,299,0,1
15046325,1528,1,300,0,1
15095657,1528,1,301,0,1
15144989,1528,1,302,0,1
15194321,1528,1,303,0,1
15243653,1528,1,304,0,1
15292985,1528,1,305,0,1
15342317,1528,1,306,0,1
15391649,1528,1,307,0,1
15440981,1528,1,308,0,1
15490313,1528,1,309,0,1
15539645,1528,1,310,0,1
15588977,1528,1,311,0,1
15638309,1528,1,312,0,1
15687641,1528,1,313,0,1
15736973,1528,1,314,0,1
15786305,1528,1,315,0,1
15835637,1528,1,316,0,1
15884969,1528,1,317,0,1
15934301,1528,1,318,0,1
15983633,1528,1,319,0,1
16032965,1528,1,320,0,1
16082297,1528,1,321,0,1
16131629,1528,1,322,0,1
16180961,1528,1,323,0,1
16230293,1528,1,324,0,1
16279625,1528,1,325,0,1
16328957,1528,1,326,0,1
16378289,1528,1,327,0,1
16427621,1528,1,328,0,1
16476953,1528,1,329,0,1
16526285,1528,1,330,0,1
16575617,1528,1,331,0,1
16624949,1528,1,332,0,1
16674281,1528,1,333,0,1
16723613,1528,1,334,0,1
16772945,1528,1,335,0,1
16822277,1528,1,336,0,1
16871609,1528,1,337,0,1
16920941,1528,1,338,0,1
16970273,1528,1,339,0,1
17019605,1528,1,340,0,1
17068937,1528,1,341,0,1
17118269,1528,1,342,0,1
17167601,1528,1,343,0,1
17216933,1528,1,344,0,1
17266265,1528,1,345,0,1
17315597,1528,1,346,0,1
17364929,1528,1,347,0,1
17414261,1528,1,348,0,1
17463593,1528,1,349,0,1
17512925,1528,1,350,0,1
17562257,1528,1,351,0,1
17611589,1528,1,352,0,1
17660921,1528,1,353,0,1
17710253,1528,1,354,0,1
17759585,1528,1,355,0,1
17808917,1528,1,356,0,1
17858249,1528,1,357,0,1
17907581,1528,1,358,0,1
17956913,1528,1,359,0,1
18006245,1528,1,360,0,1
18055577,1528,1,361,0,1
18104909,1528,1,362,0,1
18154241,1528,1,363,0,1
18203573,1528,1,364,0,1
18252905,1528,1,365,0,1
18302237,1528,1,366,0,1
18351569,1528,1,367,0,1
18400901,1528,1,368,0,1
18450233,1528,1,369,0,1
18499565,1528,1,370,0,1
18548897,1528,1,371,0,1
18598229,1528,1,372,0,1
18647561,1528,1,373,0,1
18696893,1528,1,374,0,1
18746225,1528,1,375,0,1
18795557,1528,1,376,0,1
18844889,1528,1,377,0,1
18894221,1528,1,378,0,1
18943553,1528,1,379,0,1
18992885,1528,1,380,0,1
19042217,1528,1,381,0,1
19091549,1528,1,382,0,1
19140881,1528,1,383,0,1
19190213,1528,1,384,0,1
19239545,1528,1,385,0,1
19288877,1528,1,386,0,1
19338209,1528,1,387,0,1
19387541,1528,1,388,0,1
19436873,1528,1,389,0,1
19486205,1528,1,390,0,1
