# ev,win,rel,sidx,beat,occ,vpush,vpop,popEmpty,pushFull,rhPhase,rhOutI,rhOutQ,rhValidOut,cfcI,cfcQ,cfcV,cfcEst,csI,csQ,csV,pdI,pdQ,pdV,corrV,corrD,corrThr,psRunmax,psTref,psTrefRaw,psToff,psNewpk,toffVal,taRef,taAcc,taArmed,taSync,pcI,pcQ,pcV,pcStart,pcEnd,sdcAct,r3sSkips,r3sArmed,guard
# win=1 the event window; win=0 the SAME intra-frame phase one air frame (49332 enb beats) earlier, i.e. a matched no-event reference
0,0,-9,6462688,6462687,23,0,0,0,0,2,-11420,12124,0,0,0,0,2097142,0,0,0,-11642,-11523,0,1,3952145,211185394,0,12158,12158,12180,0,0,12170,12180,1,0,11540,11704,0,0,0,1,7,0,0
0,0,-8,6462689,6462688,23,1,0,0,0,3,-11420,12124,0,0,0,0,2097142,12150,12112,1,-11660,-11646,0,0,0,195503125,0,12159,12159,12180,0,0,12170,12180,1,0,11540,11704,0,0,0,1,7,0,0
0,0,-7,6462690,6462689,24,0,1,0,0,0,-11420,12124,1,2050,-16962,1,2097142,0,0,0,-11660,-11646,0,0,0,195503125,0,12159,12159,12180,0,0,12171,12180,1,0,11540,11704,1,0,0,1,7,0,0
0,0,-6,6462691,6462690,23,0,0,0,0,1,-11420,12124,0,0,0,0,2097142,0,0,0,-11660,-11646,1,0,0,195503125,0,12159,12159,12180,0,0,12171,12180,1,0,11540,11704,0,0,0,1,7,0,0
0,0,-5,6462692,6462691,23,0,0,0,0,2,-11928,-11896,0,0,0,0,2097142,0,0,0,-11660,-11646,0,1,5537578,210798552,0,12159,12159,12180,0,0,12171,12180,1,0,11661,11482,0,0,0,1,7,0,0
0,0,-4,6462693,6462692,23,1,0,0,0,3,-11928,-11896,0,0,0,0,2097142,-12152,-12184,1,-11627,-11563,0,0,0,195369703,0,12160,12160,12180,0,0,12171,12180,1,0,11661,11482,0,0,0,1,7,0,0
0,0,-3,6462694,6462693,24,0,1,0,0,0,-11928,-11896,1,-16551,-1539,1,2097142,0,0,0,-11627,-11563,0,0,0,195369703,0,12160,12160,12180,0,0,12172,12180,1,0,11661,11482,1,0,0,1,7,0,0
0,0,-2,6462695,6462694,23,0,0,0,0,1,-11928,-11896,0,0,0,0,2097142,0,0,0,-11627,-11563,1,0,0,195369703,0,12160,12160,12180,0,0,12172,12180,1,0,11661,11482,0,0,0,1,7,0,0
0,0,-1,6462696,6462695,23,0,0,0,0,2,12056,-11552,0,0,0,0,2097142,0,0,0,-11627,-11563,0,1,5551400,210010329,0,12160,12160,12180,0,0,12172,12180,1,0,-11713,-11603,0,0,0,1,7,0,0
0,0,0,6462697,6462696,23,1,0,0,0,3,12056,-11552,0,0,0,0,2097142,12197,12168,1,-11594,-11656,0,0,0,193933034,0,12161,12161,12180,0,0,12172,12180,1,0,-11713,-11603,0,0,0,1,7,0,0
0,0,1,6462698,6462697,24,0,1,0,0,0,12056,-11552,1,-16186,-1837,1,2097142,0,0,0,-11594,-11656,0,0,0,193933034,0,12161,12161,12180,0,0,12173,12180,1,0,-11713,-11603,1,0,0,1,7,0,0
0,0,2,6462699,6462698,23,0,0,0,0,1,12056,-11552,0,0,0,0,2097142,0,0,0,-11594,-11656,1,0,0,193933034,0,12161,12161,12180,0,0,12173,12180,1,0,-11713,-11603,0,0,0,1,7,0,0
0,0,3,6462700,6462699,23,0,0,0,0,2,-11724,-11540,0,0,0,0,2097142,0,0,0,-11594,-11656,0,1,416925,208974747,0,12161,12161,12180,0,0,12173,12180,1,0,-11529,-11559,0,0,0,1,7,0,0
0,0,4,6462701,6462700,23,1,0,0,0,3,-11724,-11540,0,0,0,0,2097142,-11976,-12186,1,11699,11771,0,0,0,192961398,0,12162,12162,12180,0,0,12173,12180,1,0,-11529,-11559,0,0,0,1,7,0,0
0,0,5,6462702,6462701,24,0,1,0,0,0,-11724,-11540,1,-16504,-2023,1,2097142,0,0,0,11699,11771,0,0,0,192961398,0,12162,12162,12180,0,0,12174,12180,1,0,-11529,-11559,1,0,0,1,7,0,0
0,0,6,6462703,6462702,23,0,0,0,0,1,-11724,-11540,0,0,0,0,2097142,0,0,0,11699,11771,1,0,0,192961398,0,12162,12162,12180,0,0,12174,12180,1,0,-11529,-11559,0,0,0,1,7,0,0
0,0,7,6462704,6462703,23,0,0,0,0,2,-11872,-11976,0,0,0,0,2097142,0,0,0,11699,11771,0,1,5603954,207876763,0,12162,12162,12180,0,0,12174,12180,1,0,-11587,11672,0,0,0,1,7,0,0
0,0,8,6462705,6462704,23,1,0,0,0,3,-11872,-11976,0,0,0,0,2097142,-11562,11942,1,11642,11677,0,0,0,191803618,0,12163,12163,12180,0,0,12174,12180,1,0,-11587,11672,0,0,0,1,7,0,0
0,0,9,6462706,6462705,24,0,1,0,0,0,-11872,-11976,1,-1460,16770,1,2097142,0,0,0,11642,11677,0,0,0,191803618,0,12163,12163,12180,0,0,12175,12180,1,0,-11587,11672,1,0,0,1,7,0,0
0,0,10,6462707,6462706,23,0,0,0,0,1,-11872,-11976,0,0,0,0,2097142,0,0,0,11642,11677,1,0,0,191803618,0,12163,12163,12180,0,0,12175,12180,1,0,-11587,11672,0,0,0,1,7,0,0
