# ev,win,rel,sidx,beat,occ,vpush,vpop,popEmpty,pushFull,rhPhase,rhOutI,rhOutQ,rhValidOut,cfcI,cfcQ,cfcV,cfcEst,csI,csQ,csV,pdI,pdQ,pdV,corrV,corrD,corrThr,psRunmax,psTref,psTrefRaw,psToff,psNewpk,toffVal,taRef,taAcc,taArmed,taSync,pcI,pcQ,pcV,pcStart,pcEnd,sdcAct,r3sSkips,r3sArmed,guard
# win=1 the event window; win=0 the SAME intra-frame phase one air frame (49332 enb beats) earlier, i.e. a matched no-event reference
0,0,34,12777525,12777524,0,1,0,0,0,3,11852,-11612,0,0,0,0,2097143,-11762,-11780,1,11914,11589,0,0,0,192422661,69205765,62,62,55,0,0,73,55,0,0,0,0,0,0,0,0,0,0,1
0,0,35,12777526,12777525,1,0,1,0,0,0,11852,-11612,1,-14024,-8771,1,2097143,0,0,0,11914,11589,0,0,0,192422661,69205765,62,62,55,0,0,74,55,0,0,0,0,0,0,0,0,0,0,1
0,0,36,12777527,12777526,0,0,0,0,0,1,11816,11496,0,0,0,0,2097143,0,0,0,11914,11589,1,0,0,192422661,69205765,62,62,55,0,0,74,55,0,0,0,0,0,0,0,0,0,0,1
0,0,37,12777528,12777527,0,0,0,0,0,2,-11960,-11640,0,0,0,0,2097143,0,0,0,11914,11589,0,1,5392881,208759127,69205765,62,62,55,0,0,74,55,0,0,0,0,0,0,0,0,0,0,1
0,0,38,12777529,12777528,0,1,0,0,0,3,-11960,-11640,0,0,0,0,2097143,-11585,11823,1,-11728,11936,0,0,0,192606569,69205765,63,63,55,0,0,74,55,0,0,0,0,0,0,0,0,0,0,1
0,0,39,12777530,12777529,1,0,1,0,0,0,-11960,-11640,1,14213,8878,1,2097143,0,0,0,-11728,11936,0,0,0,192606569,69205765,63,63,55,0,0,75,55,0,0,0,0,0,0,0,0,0,0,1
0,0,40,12777531,12777530,0,0,0,0,0,1,11576,11828,0,0,0,0,2097143,0,0,0,-11728,11936,1,0,0,192606569,69205765,63,63,55,0,0,75,55,0,0,0,0,0,0,0,0,0,0,1
0,0,41,12777532,12777531,0,0,0,0,0,2,11904,-11580,0,0,0,0,2097143,0,0,0,-11728,11936,0,1,12080925,208524800,69205765,63,63,55,0,0,75,55,0,0,0,0,0,0,0,0,0,0,1
0,0,42,12777533,12777532,0,1,0,0,0,3,11904,-11580,0,0,0,0,2097143,-11665,11504,1,-11725,-12053,0,0,0,192554042,69205765,64,64,55,0,0,75,55,0,0,0,0,0,0,0,0,0,0,1
0,0,43,12777534,12777533,1,0,1,0,0,0,11904,-11580,1,-8833,14074,1,2097143,0,0,0,-11725,-12053,0,0,0,192554042,69205765,64,64,55,0,0,76,55,0,0,0,0,0,0,0,0,0,0,1
0,0,44,12777535,12777534,0,0,0,0,0,1,11528,-11916,0,0,0,0,2097143,0,0,0,-11725,-12053,1,0,0,192554042,69205765,64,64,55,0,0,76,55,0,0,0,0,0,0,0,0,0,0,1
0,0,45,12777536,12777535,0,0,0,0,0,2,-11848,-11788,0,0,0,0,2097143,0,0,0,-11725,-12053,0,1,2134917,208604440,69205765,64,64,55,0,0,76,55,0,0,0,0,0,0,0,0,0,0,1
0,0,46,12777537,12777536,0,1,0,0,0,3,-11848,-11788,0,0,0,0,2097143,-11667,11725,1,11751,12064,0,0,0,192767038,69205765,65,65,55,0,0,76,55,0,0,0,0,0,0,0,0,0,0,1
0,0,47,12777538,12777537,1,0,1,0,0,0,-11848,-11788,1,-14019,-8932,1,2097143,0,0,0,11751,12064,0,0,0,192767038,69205765,65,65,55,0,0,77,55,0,0,0,0,0,0,0,0,0,0,1
0,0,48,12777539,12777538,0,0,0,0,0,1,11820,11772,0,0,0,0,2097143,0,0,0,11751,12064,1,0,0,192767038,69205765,65,65,55,0,0,77,55,0,0,0,0,0,0,0,0,0,0,1
0,0,49,12777540,12777539,0,0,0,0,0,2,-11652,11828,0,0,0,0,2097143,0,0,0,11751,12064,0,1,1949857,208467062,69205765,65,65,55,0,0,77,55,0,0,0,0,0,0,0,0,0,0,1
0,0,50,12777541,12777540,0,1,0,0,0,3,-11652,11828,0,0,0,0,2097143,11790,-11910,1,11755,-12166,0,0,0,192459020,69205765,66,66,55,0,0,77,55,0,0,0,0,0,0,0,0,0,0,1
