# sidx,nbytes,magic,seq,nbad,ok
19141645,1528,1,383,0,1
19190977,1528,1,384,0,1
19240313,1528,1,385,0,1
19289645,1528,1,386,0,1
19338981,1528,1,387,0,1
19388313,1528,1,388,0,1
19437649,1528,1,389,0,1
19486981,1528,1,390,0,1
19536317,1528,1,391,0,1
19585649,1528,1,392,0,1
19634985,1528,1,393,0,1
19684317,1528,1,394,0,1
19733653,1528,1,395,0,1
19782985,1528,1,396,0,1
19832321,1528,1,397,0,1
19881653,1528,1,398,0,1
19930989,1528,1,399,0,1
19980321,1528,1,400,0,1
20029657,1528,1,401,0,1
20078989,1528,1,402,0,1
20128325,1528,1,403,0,1
20177657,1528,1,404,0,1
20226993,1528,1,405,0,1
20276325,1528,1,406,0,1
20325661,1528,1,407,0,1
20374993,1528,1,408,0,1
20424329,1528,1,409,0,1
20473661,1528,1,410,0,1
20522997,1528,1,411,0,1
20572329,1528,1,412,0,1
20621665,1528,1,413,0,1
20670997,1528,1,414,0,1
20720333,1528,1,415,0,1
20769665,1528,1,416,0,1
20819001,1528,1,417,0,1
20868333,1528,1,418,0,1
20917669,1528,1,419,0,1
20967001,1528,1,420,0,1
21016337,1528,1,421,0,1
21065669,1528,1,422,0,1
21114096,1528,1,423,0,1
21114096,1528,1,424,0,1
