k,seq_expected,crc_ok,seq_decoded,words,chunk,hw_lost
1607,52604,1,52604,191,chunk_1540_1609_r0,0
1608,52605,1,52605,191,chunk_1610_1620_r0,0
1609,52606,1,52606,191,chunk_1610_1620_r0,0
1610,52607,1,52607,191,chunk_1610_1620_r0,0
1611,52608,1,52608,191,chunk_1610_1620_r0,0
1612,52609,1,52609,191,chunk_1610_1620_r0,0
1613,52610,1,52610,191,chunk_1610_1620_r0,0
1614,52611,1,52611,191,chunk_1610_1620_r0,0
1615,52612,1,52612,191,chunk_1610_1620_r0,0
1616,52613,1,52613,191,chunk_1610_1620_r0,0
1617,52614,1,52614,191,chunk_1610_1620_r0,0
1618,52615,1,52615,191,chunk_1610_1620_r0,0
